"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Methodology of Estimation to Accumulated Resources and Dismantling Materials from the Existing Building Stock","Chia-Liang Weng; T. Yashiro","National Kaohsiung First University of Science and Technology, University of Tokyo, Japan; National Kaohsiung First University of Science and Technology, University of Tokyo, Japan",2005 4th International Symposium on Environmentally Conscious Design and Inverse Manufacturing,"26 Jun 2006","2005","","","840","841","The purpose of this study is to develop a methodology for estimating the accumulated resources and dismantling materials from the existing building stock. As the first step, the concept of building-lifetime-parameter is introduced; the documentation of fix-property-tax is applied as a basic data to approach the actual number of existing buildings. Secondly, a ""basic unit"" of accumulated materials divided into different categories of building types is also adopted form current database. After the formation (structure-types, constructed year) of existing building stock is obtained, a precise estimation considering quantity and quality could be acquired. Based on this methodology developed, as a case study, simulations of 5 Japanese areas (all over Japan, Tokyo, Osaka, Fukuoka, Hokkaido) are applied and the effectiveness of this methodology is examined.","","1-4244-0081-3","10.1109/ECODIM.2005.1619363","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1619363","dismantling materials;accumulated resources;existing building stock;waste management","Buildings;Cities and towns;Concrete;Databases;Waste management;Documentation;Predictive models;Quality management;Resource management;Waste materials","","","","4","IEEE","26 Jun 2006","12-14 Dec. 2005","12-14 Dec. 2005","IEEE","IEEE Conferences"
