"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Urban Mining: Visualizing the Availability of Construction Materials for Re-use in Future Cities","A. Von Richthofen; W. Zeng; S. Asada; R. Burkhard; F. Heisel; S. M. Arisona; S. Schubiger","ETH, Future Cities Laboratory (FCL), Zurich; ETH, Future Cities Laboratory (FCL), Zurich; ETH, Future Cities Laboratory (FCL), Zurich; ETH, Future Cities Laboratory (FCL), Zurich; ETH, Future Cities Laboratory (FCL), Zurich; School of Engineering, University of Applied Sciences and Arts Northwestern Switzerland (FHNW); School of Engineering, University of Applied Sciences and Arts Northwestern Switzerland (FHNW)",2017 21st International Conference Information Visualisation (IV),"16 Nov 2017","2017","","","306","311","This paper presents a method and case study to visualize the urban stock of materials and its availability for use in building future cities. Re-using material from existing buildings for new buildings can be seen as a source for construction materials in times of depleting natural resources. The authors explain the concept of ""urban mining"" and the challenges, such as ""How much resources are available in a city? Today? In the near future?"" We explore what data are needed to answer the questions, and then discuss how to best visualize the data in an effective and intuitive way. We apply the concept to an exemplary real-world district in Singapore that is in transformation. Then, we discuss features of a visual tool prototype and explain the thinking behind the design, e.g., how the spatial and temporal dimensions can be presented. Lastly, we conclude the paper with an outlook of future challenges. The paper presents a multi-disciplinary approach with researchers from computer science, architecture, graphic design and material science, and contributes to the discussion of how to visualize knowledge and plan sustainable future cities.","2375-0138","978-1-5386-0831-9","10.1109/iV.2017.34","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8107988","urban mining;visual analytics;knowledge visualization;information visualization;future cities;sustainable cities","Data visualization;Urban areas;Tools;Prototypes;Concrete;Geometry","","7","","24","IEEE","16 Nov 2017","11-14 July 2017","11-14 July 2017","IEEE","IEEE Conferences"
